#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.280961    0.280961           0
           2    0.279251    0.280106 0.000604646
           3     0.27775    0.279321 0.000757476
           4    0.273009    0.277743  0.00147993
           5    0.282102    0.278615  0.00141767
           6    0.279717    0.278798  0.00119324
           7    0.285333    0.279732  0.00133906
           8    0.283584    0.280213  0.00125528
           9    0.282273    0.280442  0.00113647
          10    0.273488    0.279747  0.00121716
          11    0.286264    0.280339  0.00124237
          12    0.279661    0.280283  0.00114012
          13    0.280078    0.280267  0.00105253
          14    0.278375    0.280132 0.000985988
          15     0.28572    0.280504 0.000988134
          16    0.280913     0.28053 0.000926706
          17    0.277545    0.280354 0.000888677
          18    0.281734    0.280431 0.000842603
          19    0.282444    0.280537 0.000804888
          20     0.28116    0.280568 0.000765247
