#   N_BLOCK:  ACCEPTANCE:
           1   0.0175927
           2   0.0178134
           3   0.0183183
           4   0.0181713
           5   0.0180274
           6   0.0178111
           7   0.0175275
           8   0.0174832
           9   0.0172163
          10   0.0172317
          11   0.0169901
          12   0.0167435
          13   0.0168268
          14   0.0166009
          15   0.0167484
          16   0.0164945
          17   0.0164795
          18   0.0164499
          19   0.0163021
          20   0.0165001
