#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1   0.0666667   0.0666667           0
           2           0   0.0333333   0.0235702
           3           0   0.0222222   0.0181444
           4         0.6    0.166667    0.125831
           5   0.0666667    0.146667    0.102242
           6         0.6    0.222222     0.10962
           7    0.266667    0.228571   0.0941434
           8     4.26667    0.733333    0.479293
           9         9.6     1.71852     1.02189
          10     13.0667     2.85333     1.41593
          11     11.2667     3.61818     1.47944
          12     11.2667     4.25556     1.48712
          13     6.66667     4.44103     1.38425
          14     6.66667         4.6     1.29447
          15         9.6     4.93333     1.25035
          16     17.0667     5.69167     1.38318
          17     17.0667     6.36078     1.45469
          18     6.66667     6.37778     1.37397
          19     6.66667     6.39298     1.30174
          20     6.66667     6.40667     1.23672
          21     1.66667     6.18095     1.19825
          22     3.26667     6.04848     1.15109
          23         2.4     5.88986     1.11192
          24         2.4     5.74444     1.07505
          25     6.66667     5.78133     1.03268
          26         9.6     5.92821     1.00335
          27     13.0667     6.19259     1.00042
          28     8.06667     6.25952    0.966927
          29          15     6.56092    0.979432
          30     8.06667     6.61111    0.948069
          31     6.66667      6.6129    0.917488
          32     11.2667     6.75833    0.900269
          33     8.06667     6.79798     0.87386
          34     8.06667     6.83529    0.848955
          35         2.4     6.70857    0.834103
          36         0.6     6.53889    0.828013
          37         0.6     6.37838    0.821045
          38     1.06667      6.2386     0.81125
          39     1.06667     6.10598    0.801214
          40     1.06667        5.98    0.791027
          41         0.6     5.84878    0.782541
          42     4.26667     5.81111    0.764816
          43     3.26667     5.75194    0.749315
          44         2.4     5.67576    0.736147
          45         2.4     5.60296    0.723379
          46     1.06667     5.50435    0.714343
          47     1.66667      5.4227    0.703796
          48     1.66667     5.34444     0.69347
          49         0.6     5.24762    0.686044
          50    0.266667       5.148    0.679517
          51     1.06667     5.06797    0.670889
          52   0.0666667     4.97179    0.664846
          53         0.6     4.88931    0.657398
          54     1.06667     4.81852    0.649024
          55     1.66667     4.76121    0.639749
          56         2.4     4.71905    0.629713
          57     3.26667     4.69357    0.619181
          58     3.26667     4.66897    0.608994
          59         2.4     4.63051    0.599885
          60         9.6     4.71333    0.595577
          61     6.66667     4.74536    0.586674
          62     3.26667     4.72151    0.577696
          63     1.66667     4.67302    0.570557
          64    0.266667     4.60417    0.565781
          65           0     4.53333    0.561493
          66     1.66667      4.4899    0.554663
          67     1.06667     4.43881    0.548733
          68     1.06667     4.38922    0.542899
          69     8.06667     4.44251    0.537641
          70         5.4     4.45619    0.530134
          71         9.6     4.52864    0.527595
          72     17.0667     4.70278    0.548253
          73     11.2667     4.79269    0.548066
          74         5.4      4.8009    0.540721
          75     4.26667     4.79378    0.533559
          76     3.26667     4.77368    0.526916
          77         2.4     4.74286    0.520974
          78     4.26667     4.73675    0.514331
          79     4.26667      4.7308    0.507855
          80     13.0667       4.835    0.512084
          81     26.6667     5.10453    0.572314
          82     19.2667     5.27724     0.59082
          83         9.6     5.32932    0.585992
          84     11.2667         5.4    0.583264
          85     11.2667     5.46902    0.580471
          86         9.6     5.51705    0.575705
          87     3.26667     5.49119    0.569669
          88     3.26667     5.46591    0.563756
          89     3.26667      5.4412    0.557963
          90     6.66667     5.45481    0.551929
          91     3.26667     5.43077    0.546388
          92         5.4     5.43043    0.540449
          93     8.06667     5.45878    0.535381
          94     13.0667     5.53972    0.535768
          95         5.4     5.53825     0.53013
          96     1.66667     5.49792     0.52614
          97         2.4     5.46598    0.521684
          98    0.266667     5.41293    0.519051
          99     1.66667     5.37508    0.515186
         100         2.4     5.34533    0.510892
         101         0.6     5.29835     0.50799
         102   0.0666667     5.24706    0.505592
         103    0.266667     5.19871     0.50299
         104     1.06667     5.15897    0.499721
         105     1.66667     5.12571    0.496067
         106         0.6     5.08302    0.493221
         107   0.0666667     5.03614    0.490835
         108         0.6     4.99506    0.488006
         109           0     4.94924    0.485675
         110   0.0666667     4.90485    0.483284
         111         0.6     4.86607    0.480484
         112   0.0666667     4.82321    0.478101
         113    0.266667     4.78289    0.475567
         114     1.66667     4.75556    0.472181
         115     8.06667     4.78435    0.468952
         116         0.6     4.74828    0.466294
         117         0.6     4.71282    0.463655
         118         0.6     4.67797    0.461034
         119    0.266667      4.6409    0.458647
         120   0.0666667     4.60278    0.456407
         121   0.0666667     4.56529    0.454172
         122   0.0666667     4.52842    0.451943
         123         0.6     4.49648    0.449396
         124     3.26667     4.48656    0.445881
         125    0.266667      4.4528    0.443591
         126   0.0666667     4.41799    0.441434
         127         0.6     4.38793     0.43898
         128    0.266667     4.35573     0.43673
         129         0.6     4.32661    0.434314
         130     1.06667     4.30154    0.431696
         131   0.0666667     4.26921     0.42961
         132         0.6     4.24141    0.427253
         133     1.66667     4.22206    0.424479
         134     8.06667     4.25075     0.42228
         135     11.2667     4.30272    0.422338
         136         9.6     4.34167    0.421025
         137     6.66667     4.35864    0.418293
         138         5.4     4.36618     0.41533
         139     8.06667     4.39281    0.413195
         140         5.4         4.4    0.410306
         141     3.26667     4.39196    0.407475
         142         2.4     4.37793    0.404847
         143     1.66667     4.35897    0.402459
         144    0.266667     4.33056    0.400666
         145     3.26667     4.32322     0.39797
         146     1.06667     4.30091    0.395869
         147     3.26667     4.29388    0.393239
         148     6.66667     4.30991    0.390908
         149     11.2667      4.3566    0.391063
         150         5.4     4.36356    0.388518
         151         9.6     4.39823     0.38749
         152     1.66667     4.38026    0.385357
         153     3.26667     4.37298    0.382907
         154           0     4.34459    0.381472
         155     1.06667     4.32344    0.379597
         156         0.6     4.29957    0.377913
         157    0.266667     4.27389    0.376378
         158     1.06667     4.25359    0.374543
         159     1.06667     4.23354    0.372723
         160   0.0666667      4.2075    0.371302
         161         0.6     4.18509    0.369671
         162    0.266667     4.16091     0.36818
         163    0.266667     4.13701    0.366695
         164     1.66667     4.12195    0.364769
         165    0.266667     4.09859    0.363306
         166         0.6     4.07751    0.361728
         167         0.6     4.05669    0.360161
         168         0.6     4.03611    0.358604
         169         0.6     4.01578    0.357058
         170     1.66667     4.00196    0.355225
         171         0.6     3.98207    0.353704
         172     3.26667     3.97791    0.351672
         173     8.06667     4.00154    0.350433
         174     13.0667     4.05364     0.35227
         175          15     4.11619    0.355767
         176     11.2667     4.15682    0.356058
         177     8.06667     4.17891    0.354731
         178     8.06667     4.20075     0.35341
         179     8.06667     4.22235    0.352095
         180         9.6     4.25222    0.351404
         181         5.4     4.25856     0.34952
         182     8.06667     4.27949    0.348225
         183         9.6     4.30856    0.347534
         184         9.6     4.33732    0.346833
         185         5.4     4.34306    0.345006
         186         2.4     4.33262    0.343309
         187    0.266667     4.31087    0.342161
         188   0.0666667      4.2883    0.341085
         189         0.6     4.26878    0.339838
         190     1.66667     4.25509    0.338325
         191    0.266667     4.23421    0.337198
         192     3.26667     4.22917    0.335479
         193     1.66667     4.21589    0.334003
         194     8.06667     4.23574    0.332871
         195         5.4     4.24171    0.331218
         196     6.66667     4.25408    0.329759
         197     1.06667      4.2379    0.328481
         198         0.6     4.21953    0.327336
         199         2.4     4.21039    0.325819
         200    0.266667     4.19067    0.324786
         201    0.266667     4.17114    0.323756
         202   0.0666667     4.15083     0.32279
         203   0.0666667     4.13071    0.321827
         204     1.06667     4.11569    0.320599
         205    0.266667     4.09691    0.319585
         206     1.66667     4.08511    0.318251
         207    0.266667     4.06667    0.317248
         208   0.0666667     4.04744    0.316305
         209     1.66667     4.03604    0.314996
         210         2.4     4.02825    0.313593
         211     6.66667     4.04076    0.312356
         212         5.4     4.04717    0.310948
         213     1.06667     4.03318    0.309803
         214         0.6     4.01713     0.30877
         215     4.26667     4.01829    0.307337
         216     3.26667     4.01481    0.305933
         217     3.26667     4.01137    0.304543
         218         0.6     3.99572    0.303548
         219     1.66667     3.98508    0.302348
         220    0.266667     3.96818    0.301446
         221         0.6     3.95294    0.300467
         222     1.06667     3.93994    0.299394
         223     3.26667     3.93692    0.298067
         224         9.6      3.9622    0.297807
         225     1.06667     3.94933    0.296761
         226   0.0666667     3.93215    0.295945
         227         0.6     3.91747    0.295005
         228     1.66667      3.9076    0.293876
         229    0.266667      3.8917    0.293023
         230         0.6     3.87739    0.292098
         231    0.266667     3.86176    0.291251
         232         0.6      3.8477    0.290335
         233         2.4     3.84149    0.289155
         234     4.26667      3.8433    0.287925
         235           0     3.82695    0.287164
         236   0.0666667     3.81102    0.286389
         237         2.4     3.80506    0.285243
         238     1.66667     3.79608    0.284186
         239    0.266667     3.78131     0.28338
         240    0.266667     3.76667    0.282577
         241         2.4       3.761    0.281462
         242     8.06667     3.77879    0.280861
         243     6.66667     3.79067    0.279956
         244     8.06667      3.8082    0.279357
         245     11.2667     3.83864     0.27987
         246     6.66667     3.85014    0.278969
         247     11.2667     3.88016     0.27945
         248     11.2667     3.90995    0.279906
         249     11.2667     3.93949    0.280337
         250     4.26667      3.9408    0.279219
         251         5.4     3.94661    0.278167
         252         0.6     3.93333     0.27738
         253   0.0666667     3.91805    0.276704
         254   0.0666667     3.90289     0.27603
         255     1.66667     3.89412    0.275087
         256    0.266667     3.87995    0.274377
         257   0.0666667     3.86511     0.27371
         258     3.26667     3.86279    0.272659
         259     4.26667     3.86435    0.271611
         260     6.66667     3.87513     0.27078
         261     4.26667     3.87663    0.269747
         262         2.4     3.87099    0.268776
