#   N_BLOCK:  ACCEPTANCE:
           1    0.435017
           2    0.434759
           3     0.43489
           4    0.435007
           5    0.435109
           6    0.435002
           7    0.434847
           8    0.434939
           9    0.434907
          10    0.434988
          11    0.434976
          12    0.434944
          13    0.434884
          14    0.434813
          15    0.434832
          16    0.434759
          17    0.434807
          18    0.434761
          19    0.434738
          20    0.434696
