#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.005614    0.005614           0
           2   -0.007064   -0.000725  0.00448235
           3   -0.010734 -0.00406133  0.00404355
           4    0.008122  -0.0010155  0.00401931
           5    0.001472   -0.000518  0.00324609
           6   -0.011044 -0.00227233  0.00314359
           7    0.004286 -0.00133543  0.00283068
           8    -0.00885 -0.00227475  0.00262808
           9   -0.012136 -0.00337044  0.00255429
          10    0.013366  -0.0016968  0.00279387
          11    0.003578 -0.00121727  0.00258071
          12   -0.000402 -0.00114933  0.00236654
          13    0.010406-0.000260462   0.0023455
          14   -0.013186 -0.00118371  0.00235267
          15    0.007888-0.000578933  0.00227222
          16   -0.013468  -0.0013845  0.00226852
          17   -0.028762 -0.00299494  0.00264566
          18    0.004004 -0.00260611  0.00252709
          19    0.003966 -0.00226021  0.00241764
          20     0.00718  -0.0017882  0.00234238
