#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.420568    0.420568           0
           2    0.414559    0.417564  0.00212443
           3    0.411777    0.415635  0.00211807
           4     0.43248    0.419846  0.00397798
           5    0.409889    0.417855  0.00364693
           6    0.421899    0.418529  0.00310077
           7    0.428042    0.419888  0.00294057
           8    0.406664    0.418235  0.00300185
           9    0.426577    0.419162  0.00280776
          10    0.421914    0.419437  0.00254043
          11    0.414065    0.418949  0.00235595
          12    0.424752    0.419432  0.00220871
          13    0.430308    0.420269  0.00219152
          14      0.4175    0.420071  0.00204389
          15    0.431799    0.420853  0.00205173
          16    0.410873    0.420229  0.00201609
          17    0.419233    0.420171  0.00189834
          18    0.434248    0.420953  0.00194733
          19    0.408692    0.420307  0.00194883
          20    0.425526    0.420568  0.00186877
