#   N_BLOCK:  ACCEPTANCE:
           1    0.237445
           2    0.237645
           3    0.238055
           4    0.238279
           5    0.238199
           6    0.238312
           7    0.238214
           8    0.238149
           9    0.238255
          10    0.238078
          11    0.237954
          12     0.23804
          13    0.238091
          14    0.238029
          15    0.238048
          16    0.238015
          17    0.237949
          18    0.238023
          19    0.238079
          20    0.237979
