#   N_BLOCK:  ACCEPTANCE:
           1    0.392726
           2    0.392861
           3     0.39296
           4    0.393117
           5    0.392947
           6    0.392979
           7    0.392952
           8     0.39295
           9    0.393031
          10    0.393143
          11    0.393198
          12    0.393213
          13    0.393108
          14    0.393096
          15    0.393142
          16    0.393048
          17    0.393059
          18    0.393061
          19    0.393066
          20    0.392972
