#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.231267    0.231267           0
           2     0.23252    0.231894  0.00044271
           3    0.232247    0.232011   0.0003104
           4    0.229684    0.231429 0.000555026
           5    0.231511    0.231446 0.000444257
           6    0.232585    0.231636  0.00040878
           7    0.230438    0.231465 0.000384496
           8    0.232302    0.231569 0.000350407
           9    0.229328     0.23132 0.000390054
          10    0.231303    0.231318 0.000351052
          11    0.232103     0.23139 0.000326306
          12    0.230767    0.231338 0.000303215
          13    0.232738    0.231446 0.000298413
          14    0.230251     0.23136 0.000289038
          15     0.23087    0.231328 0.000271608
          16    0.228484     0.23115 0.000307316
          17    0.230959    0.231139 0.000289443
          18    0.231559    0.231162 0.000274301
          19    0.231854    0.231198 0.000262268
          20    0.231732    0.231225 0.000250506
