#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.71054     1.71054           0
           2     1.71235     1.71145 0.000638596
           3     1.70005     1.70765  0.00313092
           4     1.71677     1.70993   0.0030685
           5     1.71221     1.71039  0.00248839
           6     1.72476     1.71278  0.00301333
           7     1.72007     1.71382  0.00275692
           8     1.71345     1.71378   0.0024127
           9     1.71383     1.71378  0.00214463
          10     1.73787     1.71619  0.00299121
          11     1.72152     1.71667  0.00275824
          12     1.71021     1.71614  0.00258045
          13     1.71295     1.71589  0.00239354
          14     1.71766     1.71602   0.0022259
          15     1.70728     1.71544   0.0021523
          16      1.7288     1.71627  0.00217381
          17     1.72266     1.71665  0.00207819
          18     1.71896     1.71677   0.0019667
          19     1.71026     1.71643  0.00189284
          20      1.7023     1.71573  0.00192554
