#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.505606   -0.505606           0
           2   -0.506268   -0.505937 0.000233984
           3   -0.505385   -0.505753 0.000216548
           4   -0.506582    -0.50596 0.000241963
           5   -0.505786   -0.505926 0.000196053
           6   -0.505318   -0.505824 0.000187743
           7   -0.505543   -0.505784 0.000165176
           8   -0.506315    -0.50585 0.000157303
           9   -0.506112    -0.50588 0.000142493
          10   -0.505176   -0.505809 0.000144579
          11   -0.505559   -0.505786 0.000133214
          12   -0.505196   -0.505737 0.000130892
          13   -0.505203   -0.505696 0.000127119
          14   -0.506194   -0.505732 0.000122916
          15   -0.505086   -0.505689 0.000122014
          16   -0.505657   -0.505687 0.000114404
          17    -0.50665   -0.505743   0.0001209
          18   -0.506466   -0.505783 0.000120664
          19   -0.505128   -0.505749 0.000119149
          20   -0.505913   -0.505757 0.000113473
