#   N_BLOCK:  ACCEPTANCE:
           1    0.163694
           2    0.163696
           3     0.16414
           4    0.164252
           5    0.164241
           6    0.164269
           7    0.164257
           8    0.164066
           9    0.164227
          10    0.164232
          11    0.164057
          12    0.164161
          13    0.163773
          14    0.163799
          15     0.16382
          16    0.163921
          17    0.163918
          18    0.163999
          19    0.164117
          20    0.164061
