#   N_BLOCK:  ACCEPTANCE:
           1     0.13116
           2    0.131236
           3     0.13173
           4    0.131246
           5    0.131098
           6    0.131247
           7    0.130982
           8    0.131258
           9    0.131536
          10    0.131772
          11    0.131557
          12    0.131698
          13    0.131636
          14    0.131313
          15    0.131302
          16    0.131304
          17    0.131173
          18    0.131308
          19    0.131314
          20    0.131413
