#   N_BLOCK:  ACCEPTANCE:
           1    0.481371
           2    0.481323
           3    0.481328
           4    0.481556
           5    0.481676
           6    0.481657
           7    0.481631
           8    0.481676
           9    0.481575
          10    0.481621
          11    0.481553
          12    0.481565
          13    0.481496
          14    0.481414
          15    0.481362
          16    0.481296
          17    0.481255
          18    0.481363
          19    0.481424
          20    0.481389
