#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.276464    0.276464           0
           2    0.259902    0.268183  0.00585549
           3    0.263928    0.266765  0.00407184
           4    0.302942    0.275809  0.00840682
           5    0.260665     0.27278  0.00725055
           6    0.255343    0.269874  0.00659889
           7    0.268532    0.269682  0.00565898
           8    0.250732    0.267314  0.00542475
           9    0.282255    0.268974  0.00506967
          10    0.241828    0.266259   0.0052393
          11    0.271613    0.266746  0.00478555
          12    0.278805    0.267751  0.00449103
          13    0.304217    0.270556   0.0049446
          14    0.246994    0.268873  0.00486941
          15    0.286384     0.27004  0.00468264
          16    0.264818    0.269714  0.00440134
          17    0.303489    0.271701  0.00456889
          18    0.232842    0.269542  0.00479806
          19    0.213669    0.266601  0.00537163
          20     0.25179    0.265861  0.00515384
