#   N_BLOCK:  ACCEPTANCE:
           1    0.096723
           2   0.0966599
           3   0.0972476
           4    0.097046
           5    0.097027
           6   0.0970932
           7    0.097113
           8   0.0976119
           9   0.0979369
          10   0.0982887
          11    0.098566
          12   0.0989692
          13   0.0989193
          14   0.0985797
          15     0.09851
          16   0.0983383
          17   0.0983846
          18   0.0983413
          19   0.0982945
          20   0.0983391
