#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.614199   -0.614199           0
           2    -0.61465   -0.614424  0.00015924
           3   -0.613771   -0.614207 0.000207063
           4   -0.612839   -0.613865 0.000334323
           5   -0.612526   -0.613597 0.000358965
           6   -0.613743   -0.613621 0.000299962
           7   -0.613558   -0.613612 0.000257246
           8   -0.612953    -0.61353 0.000237939
           9    -0.61285   -0.613454 0.000223162
          10   -0.614055   -0.613515 0.000208774
          11    -0.61292   -0.613461 0.000196667
          12    -0.61251   -0.613381 0.000195592
          13   -0.613279   -0.613373 0.000180704
          14   -0.613517   -0.613384 0.000168087
          15   -0.612597   -0.613331 0.000164863
          16   -0.612968   -0.613309 0.000156114
          17   -0.613883   -0.613342 0.000150547
          18   -0.613236   -0.613336 0.000142299
          19   -0.612466   -0.613291 0.000141986
          20   -0.613622   -0.613307 0.000135847
