#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.319038    0.319038           0
           2    0.317924    0.318481 0.000393684
           3    0.316471    0.317811 0.000606678
           4     0.31978    0.318303 0.000623481
           5    0.317911    0.318225  0.00050371
           6    0.318592    0.318286 0.000423465
           7    0.319252    0.318424 0.000384779
           8    0.315581    0.318069 0.000473124
           9    0.319773    0.318258 0.000456871
          10    0.316546    0.318087 0.000442107
          11    0.319049    0.318174 0.000410484
          12    0.318132    0.318171 0.000376293
          13    0.316685    0.318057 0.000364285
          14    0.318157    0.318064 0.000338336
          15    0.321255    0.318276 0.000376776
          16    0.318704    0.318303 0.000354175
          17    0.316771    0.318213 0.000344615
          18    0.318151     0.31821 0.000325487
          19    0.318313    0.318215 0.000308401
          20    0.314491    0.318029 0.000344637
