#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.485149    0.485149           0
           2    0.459821    0.472485  0.00895468
           3    0.473376    0.472782  0.00597471
           4      0.4905    0.477212  0.00589867
           5    0.463441    0.474457  0.00532318
           6     0.50073    0.478836  0.00597123
           7    0.470568    0.477655  0.00523372
           8    0.475315    0.477363  0.00458767
           9    0.477597    0.477389    0.004078
          10    0.481589    0.477809  0.00369177
          11    0.484431    0.478411  0.00340489
          12    0.483063    0.478798  0.00314315
          13     0.48525    0.479295  0.00294028
          14      0.4784    0.479231  0.00273096
          15    0.482846    0.479472  0.00255951
          16    0.460124    0.478262  0.00266997
          17    0.462254    0.477321  0.00267383
          18    0.481254    0.477539   0.0025342
          19    0.457426    0.476481  0.00261259
          20    0.481427    0.476728  0.00249363
