#   N_BLOCK:  ACCEPTANCE:
           1    0.168817
           2    0.169026
           3     0.16939
           4    0.169394
           5    0.169247
           6     0.16939
           7    0.169264
           8    0.169106
           9    0.169274
          10    0.169365
          11    0.169182
          12    0.169204
          13    0.168953
          14    0.168951
          15    0.168924
          16    0.168973
          17    0.169039
          18    0.169147
          19    0.169295
          20    0.169212
