#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      46.497      46.497           0
           2     45.3442     45.9206    0.407577
           3     46.1014     45.9809    0.276136
           4     43.8391     45.4454    0.507845
           5     46.2485      45.606     0.43093
           6     45.7293     45.6266    0.359597
           7     44.6582     45.4882    0.333777
           8     44.7715     45.3986    0.303843
           9     44.0725     45.2513    0.303719
          10     44.5172     45.1779    0.282079
          11     44.5045     45.1167    0.262995
          12     43.0661     44.9458     0.29135
          13     44.6818     44.9255    0.269645
          14     43.3292     44.8115    0.273433
          15     46.1951     44.9037    0.270314
          16     45.1889     44.9215    0.254007
          17     43.4553     44.8353    0.253284
          18     46.7867     44.9437    0.261386
          19     42.4116     44.8104    0.279545
          20      44.008     44.7703    0.268431
