#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.433061    0.433061           0
           2    0.422584    0.427822   0.0037043
           3    0.429313    0.428319  0.00250264
           4    0.406874    0.422958  0.00500815
           5    0.435774    0.425521  0.00461611
           6    0.420156    0.424627  0.00393242
           7     0.42045     0.42403  0.00341561
           8    0.419968    0.423523  0.00302617
           9    0.427278     0.42394  0.00271853
          10    0.423294    0.423875  0.00244745
          11    0.414828    0.423053  0.00235909
          12    0.429247    0.423569  0.00221826
          13    0.419349    0.423244  0.00207124
          14    0.427539    0.423551  0.00194588
          15    0.434236    0.424263  0.00194216
          16    0.413378    0.423583  0.00193627
          17    0.416224     0.42315  0.00187014
          18    0.437695    0.423958  0.00193293
          19    0.427131    0.424125   0.0018384
          20    0.434305    0.424634  0.00181557
