#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.305374    0.305374           0
           2    0.305073    0.305223 0.000106427
           3    0.315066    0.308504  0.00267983
           4    0.315063    0.310144  0.00246091
           5    0.308368    0.309789  0.00199419
           6    0.308042    0.309497  0.00168294
           7    0.306591    0.309082  0.00149287
           8    0.306777    0.308794  0.00133378
           9    0.310502    0.308984    0.001199
          10    0.309412    0.309027  0.00107986
          11    0.308724    0.308999 0.000982044
          12    0.309005       0.309 0.000900207
          13    0.309561    0.309043 0.000831997
          14     0.30882    0.309027 0.000772722
          15    0.306286    0.308844 0.000742499
          16    0.313609    0.309142 0.000753452
          17    0.306228    0.308971 0.000728363
          18    0.310107    0.309034 0.000690629
          19    0.296519    0.308375 0.000916038
          20    0.311398    0.308526 0.000882619
