#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1      7.1474      7.1474           0
           2     6.25244     6.69992    0.316416
           3     6.43596     6.61193    0.222842
           4       7.143      6.7447    0.202862
           5      7.5747      6.9107    0.219961
           6     7.14882     6.95039    0.186847
           7     6.74926     6.92165    0.162348
           8     7.84878     7.03754    0.178694
           9     7.66754     7.10754    0.172004
          10     7.24712      7.1215    0.155369
          11     7.51646     7.15741    0.145334
          12     7.35176      7.1736    0.134122
          13     7.26318     7.18049    0.123982
          14      7.1326     7.17707    0.115173
          15     7.14464     7.17491    0.107515
          16     7.82522     7.21555    0.108206
          17     7.92596     7.25734    0.109613
          18     7.23444     7.25607    0.103531
          19     6.59336     7.22119    0.103791
          20     8.52412     7.28634    0.117278
