#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.767058   -0.767058           0
           2   -0.766847   -0.766953 7.45234e-05
           3   -0.766857   -0.766921 5.61317e-05
           4   -0.767072   -0.766959 5.33853e-05
           5   -0.766574   -0.766882 8.10078e-05
           6   -0.767924   -0.767055 0.000172395
           7   -0.767917   -0.767179 0.000186621
           8   -0.767844   -0.767262 0.000180897
           9   -0.769311    -0.76749 0.000268212
          10   -0.767136   -0.767454 0.000243714
          11   -0.765889   -0.767312 0.000259793
          12   -0.766213    -0.76722 0.000253777
          13   -0.767629   -0.767252 0.000236198
          14   -0.766184   -0.767175 0.000231307
          15   -0.767764   -0.767215 0.000219192
          16   -0.766477   -0.767169 0.000210282
          17   -0.768573   -0.767251 0.000213519
          18   -0.768155   -0.767301 0.000207471
          19     -0.7677   -0.767322 0.000197608
          20   -0.769741   -0.767443  0.00022166
