#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     2.18746     2.18746           0
           2     2.49682     2.34214    0.109375
           3      2.2375     2.30726   0.0782812
           4     2.13254     2.26358   0.0698421
           5     2.38434     2.28773   0.0599043
           6     2.35478     2.29891   0.0509519
           7     2.15588     2.27847   0.0475939
           8     2.21978     2.27114   0.0422063
           9     2.21598     2.26501   0.0379591
          10     2.16386     2.25489   0.0354853
          11     2.24648     2.25413   0.0322676
          12     2.30034     2.25798   0.0298075
          13      2.1575     2.25025   0.0284991
          14     2.13806     2.24224   0.0275671
          15       1.955     2.22309   0.0316898
          16     2.25078     2.22482   0.0297564
          17     2.42372     2.23652   0.0302188
          18      2.1376     2.23102   0.0290354
          19     2.21468     2.23016   0.0275199
          20     2.28828     2.23307   0.0262969
