#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.271334    0.271334           0
           2    0.271959    0.271646 0.000220983
           3    0.276295    0.273196  0.00127383
           4     0.27169    0.272819  0.00100952
           5    0.272862    0.272828 0.000807648
           6    0.272362     0.27275 0.000676769
           7    0.271263    0.272538 0.000612533
           8    0.270785    0.272319 0.000573831
           9    0.271187    0.272193 0.000523656
          10    0.274063     0.27238  0.00050358
          11    0.273805    0.272509 0.000474178
          12     0.27135    0.272413 0.000444399
          13    0.273695    0.272511 0.000421014
          14    0.273374    0.272573 0.000395423
          15    0.273729     0.27265 0.000376502
          16    0.271745    0.272594 0.000357199
          17    0.274251    0.272691 0.000349237
          18    0.273758     0.27275 0.000334831
          19    0.272775    0.272752 0.000317211
          20    0.273738    0.272801 0.000305161
