#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.307031    0.307031           0
           2    0.308679    0.307855  0.00058263
           3    0.317827    0.311179  0.00274153
           4    0.312798    0.311584  0.00208581
           5    0.310364     0.31134  0.00168285
           6    0.312028    0.311454  0.00140627
           7    0.308328    0.311008  0.00127431
           8    0.307343     0.31055  0.00119454
           9    0.314681    0.311009  0.00114663
          10    0.311504    0.311058  0.00103304
          11    0.311644    0.311112 0.000940499
          12      0.3101    0.311027 0.000865894
          13    0.309265    0.310892 0.000809829
          14    0.307966    0.310683 0.000778486
          15    0.307434    0.310466 0.000756118
          16    0.316352    0.310834 0.000793306
          17    0.312333    0.310922 0.000751527
          18    0.312166    0.310991 0.000712947
          19    0.299722    0.310398 0.000888527
          20    0.312184    0.310487 0.000848574
