#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.006292   -0.006292           0
           2     0.00041   -0.002941  0.00236951
           3    0.006664 0.000260667  0.00305437
           4     0.01041    0.002798   0.0031743
           5    0.003974   0.0030332  0.00254814
           6   -0.006558  0.00143467  0.00257652
           7   -0.001328     0.00104  0.00223847
           8    0.006122  0.00167525  0.00204682
           9     0.00237  0.00175244  0.00182085
          10   -0.004234   0.0011538  0.00173438
          11    0.009214  0.00188655  0.00172456
          12    0.003576  0.00202733  0.00158659
          13      -7e-05    0.001866  0.00147272
          14   -0.000764  0.00167814  0.00137946
          15   -0.004304  0.00127933  0.00134391
          16    -0.00608 0.000819375  0.00133631
          17   -0.013708-3.51765e-05  0.00150636
          18    0.001416 4.54444e-05  0.00142483
          19    0.005976 0.000357579   0.0013836
          20   -0.000258   0.0003268  0.00131477
