#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.224811    0.224811           0
           2    0.224257    0.224534 0.000195801
           3    0.228087    0.225718 0.000975631
           4    0.227279    0.226108 0.000805959
           5    0.226674    0.226222 0.000652661
           6    0.222856    0.225661 0.000746993
           7    0.225535    0.225643 0.000640496
           8    0.224692    0.225524 0.000571345
           9    0.222286    0.225164 0.000610735
          10    0.226606    0.225308 0.000566437
          11    0.224511    0.225236 0.000519558
          12    0.224778    0.225198 0.000477661
          13    0.225911    0.225253 0.000444062
          14    0.227168    0.225389 0.000432899
          15    0.221912    0.225158 0.000461969
          16    0.225349     0.22517 0.000433251
          17    0.226965    0.225275 0.000420445
          18    0.223279    0.225164 0.000411453
          19    0.222922    0.225046 0.000406367
          20    0.224136    0.225001 0.000388587
