#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.386786    0.386786           0
           2    0.380021    0.383403  0.00239176
           3     0.37988    0.382229  0.00186061
           4     0.38335    0.382509  0.00141641
           5    0.377015    0.381411  0.00149996
           6    0.374417    0.380245  0.00164149
           7    0.374012    0.379355  0.00163072
           8     0.38209    0.379696  0.00146229
           9     0.38387     0.38016  0.00137137
          10    0.382111    0.380355  0.00124803
          11    0.376605    0.380014  0.00118023
          12    0.380904    0.380088  0.00108421
          13    0.380854    0.380147   0.0010024
          14    0.391452    0.380955  0.00121321
          15    0.381443    0.380987  0.00113277
          16    0.387903     0.38142  0.00114145
          17    0.383213    0.381525  0.00107917
          18    0.384135     0.38167  0.00102891
          19    0.369248    0.381016  0.00116408
          20    0.374862    0.380708  0.00114583
