#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1       -0.12       -0.12           0
           2       -0.12       -0.12           0
           3       -0.28   -0.173333   0.0435465
           4       -0.52       -0.26   0.0818535
           5       -0.48      -0.304    0.076399
           6       -0.24   -0.293333   0.0644061
           7        -0.2       -0.28   0.0565685
           8        0.04       -0.24   0.0620484
           9        0.32   -0.177778   0.0805196
          10        0.28      -0.132   0.0844843
          11        0.32  -0.0909091   0.0862195
          12        0.08  -0.0766667   0.0802023
          13        0.12  -0.0615385   0.0754462
          14        0.08  -0.0514286   0.0707313
          15        0.16  -0.0373333   0.0674057
          16        0.28     -0.0175   0.0660463
          17        0.16 -0.00705882   0.0629811
          18        0.16  0.00222222   0.0601621
          19         0.2   0.0126316   0.0578892
          20        0.32       0.028   0.0569982
          21        0.12    0.032381   0.0544521
          22        0.28   0.0436364   0.0531276
          23        0.24   0.0521739   0.0514991
          24        0.24        0.06   0.0499444
          25         0.4      0.0736   0.0497639
          26        0.48   0.0892308   0.0502447
          27        0.52    0.105185   0.0508538
          28        0.44    0.117143   0.0504239
          29         0.6    0.133793   0.0513606
          30        0.44       0.144   0.0506526
          31         0.4    0.152258   0.0496873
          32        0.52     0.16375   0.0494457
          33         0.4    0.170909   0.0484628
          34        0.32    0.175294   0.0472354
          35        0.16    0.174857   0.0458878
          36           0        0.17   0.0448695
          37       -0.04    0.164324   0.0440143
          38       -0.12    0.156842   0.0434874
          39       -0.12    0.149744   0.0429477
          40       -0.16       0.142   0.0425664
          41       -0.08    0.136585   0.0418712
          42        0.08    0.135238   0.0408959
          43        0.04    0.133023   0.0400048
          44        0.04    0.130909   0.0391514
          45        0.04    0.128889   0.0383335
          46        0.04    0.126957   0.0375488
          47        0.08    0.125957   0.0367632
          48        0.08       0.125   0.0360097
          49           0    0.122449   0.0353651
          50       -0.04      0.1192   0.0348067
          51           0    0.116863   0.0342026
          52           0    0.114615   0.0336186
          53       -0.04    0.111698   0.0331106
          54       -0.16    0.106667   0.0328775
          55           0    0.104727   0.0323369
          56        0.04    0.103571   0.0317801
          57        0.16    0.104561    0.031238
          58        0.32    0.108276   0.0309195
          59         0.2    0.109831   0.0304345
          60         0.2    0.111333   0.0299643
          61        0.24    0.113443   0.0295472
          62         0.2    0.114839   0.0291036
          63        0.16    0.115556   0.0286505
          64       -0.04    0.113125   0.0283057
          65       -0.04    0.110769   0.0279681
          66        0.16    0.111515   0.0275543
          67         0.2    0.112836   0.0271747
          68        0.28    0.115294    0.026886
          69        0.48     0.12058   0.0270109
          70        0.48    0.125714   0.0271087
          71        0.56    0.131831   0.0274083
          72        0.44    0.136111   0.0273597
          73         0.4    0.139726   0.0272227
          74        0.32    0.142162   0.0269636
          75        0.36    0.145067   0.0267601
          76        0.28    0.146842   0.0264668
          77        0.24    0.148052   0.0261507
          78        0.32    0.150256   0.0259082
          79        0.24    0.151392   0.0256051
          80        0.52       0.156   0.0256963
          81        0.76    0.163457   0.0264389
          82        0.64    0.169268   0.0267475
          83        0.48    0.173012    0.026686
          84        0.44     0.17619   0.0265569
          85        0.44    0.179294   0.0264252
          86         0.4     0.18186   0.0262423
          87        0.12    0.181149   0.0259503
          88        0.16    0.180909   0.0256565
          89        0.04    0.179326    0.025417
          90        0.12    0.178667   0.0251431
          91           0    0.176703   0.0249434
          92        0.12    0.176087   0.0246799
          93         0.2    0.176344   0.0244158
          94        0.36    0.178298   0.0242341
          95        0.24    0.178947   0.0239878
          96        0.04      0.1775   0.0237815
          97           0     0.17567   0.0236066
          98        -0.2    0.171837   0.0236749
          99       -0.08    0.169293   0.0235721
         100       -0.08      0.1668   0.0234678
         101       -0.12     0.16396   0.0234066
         102       -0.12    0.161176   0.0233421
         103        -0.2     0.15767   0.0233774
         104        0.24    0.158462    0.023166
         105         0.2    0.158857   0.0229488
         106        0.32    0.160377   0.0227825
         107        0.48    0.163364   0.0227646
         108         0.4    0.165556    0.022659
         109        0.32    0.166972   0.0224954
         110        0.32    0.168364   0.0223339
         111        0.16    0.168288   0.0221328
         112         0.2    0.168571    0.021937
         113        0.24    0.169204    0.021752
         114         0.4    0.171228   0.0216552
         115        0.56    0.174609   0.0217291
         116        0.24    0.175172   0.0215491
         117        0.24    0.175726   0.0213721
         118        0.24    0.176271   0.0211979
         119           0     0.17479   0.0210715
         120        0.08       0.174   0.0209107
         121        0.04    0.172893   0.0207671
         122       -0.04    0.171148   0.0206701
         123       -0.12     0.16878   0.0206371
         124       -0.28    0.165161   0.0207856
         125       -0.08      0.1632   0.0207117
         126       -0.04    0.161587     0.02061
         127        0.12     0.16126   0.0204503
         128       -0.08    0.159375   0.0203772
         129       -0.12    0.157209    0.020334
         130       -0.16    0.154769   0.0203235
         131           0    0.153588   0.0202027
         132        0.24    0.154242   0.0200602
         133        0.36    0.155789   0.0199689
         134         0.6    0.159104   0.0200932
         135         0.6     0.16237    0.020208
         136        0.68    0.166176   0.0204147
         137         0.6    0.169343   0.0205098
         138        0.48    0.171594   0.0204844
         139        0.56    0.174388   0.0205267
         140        0.48    0.176571   0.0204958
         141        0.52    0.179007   0.0204947
         142        0.48    0.181127   0.0204597
         143        0.52    0.183497   0.0204534
         144         0.2    0.183611   0.0203117
         145        0.04    0.182621   0.0201957
         146           0     0.18137   0.0200961
         147       -0.04    0.179864   0.0200157
         148       -0.12    0.177838   0.0199828
         149       -0.32    0.174497    0.020126
         150       -0.16    0.172267    0.020115
         151       -0.28    0.169272   0.0202036
         152       -0.04    0.167895   0.0201175
         153           0    0.166797   0.0200159
         154         0.2    0.167013   0.0198871
         155       -0.04    0.165677   0.0198036
         156           0    0.164615   0.0197051
         157        0.04    0.163822   0.0195956
         158       -0.08    0.162278   0.0195322
         159       -0.12    0.160503   0.0194899
         160        -0.2     0.15825   0.0194979
         161       -0.24    0.155776   0.0195331
         162       -0.32     0.15284    0.019632
         163       -0.32    0.149939   0.0197248
         164       -0.16    0.148049   0.0196948
         165       -0.04    0.146909   0.0196084
         166       -0.04    0.145783   0.0195226
         167       -0.12    0.144192   0.0194704
         168       -0.12    0.142619   0.0194179
         169       -0.04    0.141538   0.0193331
         170        -0.2    0.139529   0.0193235
         171       -0.12    0.138012     0.01927
         172       -0.28    0.135581   0.0193106
         173       -0.44    0.132254   0.0194835
         174       -0.56    0.128276   0.0197735
         175       -0.56    0.124343   0.0200479
         176       -0.52    0.120682   0.0202655
         177       -0.48    0.117288   0.0204332
         178       -0.44    0.114157   0.0205568
         179       -0.44    0.111061   0.0206738
         180       -0.52    0.107556   0.0208541
         181        -0.4    0.104751   0.0209266
         182       -0.52    0.101319   0.0210912
         183       -0.56   0.0977049   0.0212833
         184       -0.56   0.0941304   0.0214657
         185       -0.44   0.0912432    0.021543
         186       -0.32   0.0890323   0.0215403
         187       -0.24   0.0872727   0.0214969
         188       -0.04   0.0865957   0.0213932
         189       -0.12   0.0855026   0.0213079
         190        -0.2       0.084   0.0212487
         191       -0.08   0.0831414   0.0211548
         192       -0.28     0.08125    0.021129
         193       -0.24   0.0795855   0.0210849
         194       -0.44   0.0769072   0.0211457
         195       -0.36   0.0746667   0.0211556
         196        -0.4   0.0722449   0.0211858
         197       -0.16    0.071066   0.0211111
         198       -0.12    0.070101   0.0210265
         199        -0.2   0.0687437   0.0209646
         200       -0.08       0.068   0.0208729
         201       -0.08   0.0672637   0.0207821
         202       -0.08   0.0665347    0.020692
         203        0.04   0.0664039   0.0205905
         204       -0.16   0.0652941   0.0205194
         205       -0.08   0.0645854   0.0204316
         206        -0.2    0.063301   0.0203727
         207       -0.08   0.0626087   0.0202861
         208           0   0.0623077   0.0201908
         209       -0.24   0.0608612   0.0201459
         210       -0.24   0.0594286   0.0201008
         211       -0.48    0.056872   0.0201675
         212        -0.4    0.054717   0.0201872
         213       -0.12   0.0538967   0.0201091
         214           0   0.0536449   0.0200167
         215        -0.2   0.0524651   0.0199583
         216       -0.16   0.0514815   0.0198901
         217        -0.2   0.0503226   0.0198322
         218       -0.12   0.0495413   0.0197566
         219        -0.2   0.0484018   0.0196992
         220       -0.08   0.0478182   0.0196183
         221        0.12   0.0481448   0.0195323
         222        0.16   0.0486486   0.0194508
         223        0.28   0.0496861   0.0193912
         224        0.48   0.0516071   0.0193996
         225        0.16   0.0520889   0.0193193
         226        0.04   0.0520354   0.0192339
         227        0.12   0.0523348   0.0191515
         228         0.2   0.0529825   0.0190785
         229           0   0.0527511   0.0189966
         230        0.08   0.0528696   0.0189143
         231           0   0.0526407   0.0188339
         232       -0.04   0.0522414   0.0187569
         233        0.12   0.0525322   0.0186787
         234        0.24   0.0533333    0.018616
         235       -0.04   0.0529362    0.018541
         236       -0.12   0.0522034   0.0184769
         237        -0.4   0.0502954   0.0184972
         238       -0.28   0.0489076   0.0184715
         239        0.04   0.0488703   0.0183942
         240       -0.16       0.048   0.0183382
         241       -0.32    0.046473   0.0183256
         242       -0.64   0.0436364   0.0184681
         243       -0.56   0.0411523   0.0185584
         244       -0.56   0.0386885   0.0186451
         245       -0.72   0.0355918   0.0188244
         246       -0.52   0.0333333   0.0188829
         247       -0.52   0.0310931   0.0189389
         248       -0.52    0.028871   0.0189924
         249       -0.56    0.026506   0.0190628
         250        -0.4      0.0248   0.0190628
         251        -0.4   0.0231076   0.0190618
         252       -0.36   0.0215873   0.0190467
         253       -0.24   0.0205534   0.0189995
         254       -0.16   0.0198425   0.0189379
         255       -0.16   0.0191373   0.0188768
         256       -0.16   0.0184375    0.018816
         257       -0.12   0.0178988   0.0187505
         258        0.16   0.0184496   0.0186859
         259         0.2   0.0191506   0.0186269
         260        0.36   0.0204615   0.0186014
         261        0.32   0.0216092   0.0185655
         262        0.24   0.0224427   0.0185133
         263        0.36   0.0237262   0.0184874
         264        0.32   0.0248485   0.0184514
         265        0.12   0.0252075   0.0183852
         266           0   0.0251128   0.0183164
         267        0.04   0.0251685   0.0182478
         268        0.16   0.0256716   0.0181867
         269       -0.08   0.0252788   0.0181233
         270        0.12   0.0256296   0.0180596
         271        0.12   0.0259779   0.0179963
         272        0.08   0.0261765   0.0179312
         273        0.12   0.0265201   0.0178688
         274        0.12   0.0268613   0.0178069
         275        0.04   0.0269091   0.0177422
         276         0.2   0.0275362    0.017689
         277        0.28   0.0284477   0.0176486
         278        0.36   0.0296403   0.0176254
         279        0.48   0.0312545    0.017636
         280        0.52       0.033   0.0176591
         281         0.4    0.034306   0.0176445
         282        0.32   0.0353191    0.017611
         283         0.4   0.0366078   0.0175959
         284        0.52   0.0383099    0.017616
         285        0.44   0.0397193   0.0176105
         286        0.44   0.0411189   0.0176045
         287        0.36     0.04223   0.0175782
         288        0.12      0.0425   0.0175192
         289         0.2    0.043045   0.0174671
         290        0.44   0.0444138   0.0174604
         291        0.32   0.0453608    0.017426
         292         0.4   0.0465753   0.0174086
         293        0.32   0.0475085   0.0173742
         294         0.4   0.0487075   0.0173564
         295         0.2   0.0492203   0.0173052
         296        0.08   0.0493243    0.017247
         297       -0.04   0.0490236   0.0171916
         298        0.04   0.0489933   0.0171339
         299        0.08    0.049097   0.0170769
         300         0.2      0.0496   0.0170274
         301        -0.2   0.0487708    0.016991
         302       -0.16   0.0480795   0.0169488
