#   N_BLOCK:  ACCEPTANCE:
           1    0.495578
           2    0.495303
           3    0.495342
           4    0.495525
           5    0.495616
           6    0.495658
           7    0.495587
           8    0.495596
           9    0.495654
          10    0.495672
          11    0.495628
          12    0.495641
          13    0.495629
          14    0.495542
          15    0.495563
          16    0.495557
          17    0.495487
          18    0.495475
          19    0.495506
          20    0.495508
