#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.434697    0.434697           0
           2    0.445905    0.440301  0.00396293
           3    0.426997    0.435866  0.00448222
           4    0.436273    0.435968  0.00336282
           5    0.459996    0.440774  0.00507069
           6    0.429584    0.438909  0.00455566
           7    0.447779    0.440176  0.00407727
           8     0.42646    0.438461  0.00391153
           9    0.433975    0.437963  0.00350853
          10    0.430381    0.437205  0.00323856
          11    0.426832    0.436262  0.00307838
          12    0.433779    0.436055  0.00282879
          13    0.436501    0.436089   0.0026114
          14    0.438843    0.436286  0.00243227
          15    0.454307    0.437487  0.00254963
          16    0.443201    0.437844  0.00241515
          17    0.456853    0.438963  0.00251866
          18    0.452694    0.439725  0.00249159
          19    0.431726    0.439304  0.00239576
          20    0.435296    0.439104  0.00228434
