#   N_BLOCK:  ACCEPTANCE:
           1    0.128785
           2    0.128987
           3    0.129327
           4    0.129411
           5    0.129097
           6     0.12903
           7    0.128782
           8    0.128594
           9    0.128982
          10    0.129228
          11    0.129144
          12     0.12928
          13    0.129305
          14    0.129108
          15    0.129087
          16    0.129093
          17    0.129142
          18    0.129261
          19    0.129435
          20    0.129406
