#   N_BLOCK:  ACCEPTANCE:
           1     0.50007
           2    0.499942
           3    0.499998
           4    0.499977
           5    0.500003
           6    0.500046
           7    0.500031
           8    0.500116
           9     0.50023
          10    0.500234
          11    0.500128
          12    0.500136
          13    0.500115
          14    0.499969
          15    0.500004
          16    0.500002
          17    0.499939
          18    0.499997
          19    0.500005
          20    0.500048
