#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.20225     3.20225           0
           2      3.2857     3.24398   0.0295038
           3     3.31163     3.26653   0.0269431
           4     3.23799     3.25939   0.0211309
           5     3.05675     3.21887   0.0399973
           6     3.07765     3.19533    0.039656
           7     3.22181     3.19911   0.0341708
           8     3.16805     3.19523   0.0301192
           9     3.32172     3.20928   0.0298723
          10     3.08983     3.19734    0.029176
          11     3.22014     3.19941   0.0265971
          12      3.2677      3.2051   0.0249821
          13     3.21446     3.20582   0.0230708
          14     3.06609     3.19584   0.0234827
          15     3.12849     3.19135   0.0223423
          16     3.12391     3.18714   0.0213398
          17     3.28375     3.19282   0.0208276
          18     3.26997      3.1971   0.0201067
          19     2.99666     3.18655   0.0216397
          20     3.15611     3.18503   0.0206112
