#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.468172    0.468172           0
           2    0.470585    0.469378 0.000853028
           3    0.474181    0.470979  0.00142551
           4    0.472422     0.47134  0.00111381
           5    0.468841     0.47084  0.00099687
           6    0.467421     0.47027  0.00098017
           7    0.475823    0.471064  0.00111585
           8    0.470708    0.471019 0.000977253
           9    0.465831    0.470443   0.0010247
          10    0.472187    0.470617 0.000936956
          11    0.477852    0.471275  0.00105774
          12    0.470105    0.471177 0.000974072
          13    0.466524    0.470819 0.000962682
          14    0.465753    0.470458  0.00095952
          15     0.46485    0.470084 0.000965639
          16    0.465583    0.469802 0.000945372
          17     0.46171    0.469326  0.00100248
          18      0.4715    0.469447 0.000954036
          19    0.471746    0.469568 0.000911465
          20     0.47201     0.46969 0.000874034
