#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1      0.2871      0.2871           0
           2     0.28086     0.28398  0.00220598
           3    0.262585    0.276848  0.00600582
           4    0.234899    0.266361   0.0101379
           5    0.245716    0.262232  0.00891157
           6     0.27824      0.2649  0.00781551
           7    0.253833    0.263319  0.00685706
           8     0.26474    0.263497  0.00600223
           9    0.249658    0.261959  0.00552877
          10    0.267935    0.262557  0.00500809
          11    0.268677    0.263113  0.00458361
          12    0.239579    0.261152  0.00460212
          13    0.266905    0.261594  0.00426933
          14    0.250913    0.260831  0.00403197
          15    0.251243    0.260192  0.00381351
          16    0.257523    0.260025  0.00357882
          17     0.26735    0.260456  0.00339414
          18    0.243386    0.259508  0.00333543
          19    0.229012    0.257903  0.00352497
          20    0.283771    0.259196  0.00357816
