#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.231193    0.231193           0
           2    0.227957    0.229575  0.00114393
           3    0.228962    0.229371 0.000780676
           4    0.229856    0.229492 0.000594869
           5    0.230125    0.229619  0.00048919
           6    0.228401    0.229416 0.000447763
           7    0.227759    0.229179 0.000441945
           8     0.22824    0.229062 0.000401988
           9    0.231445    0.229327 0.000435921
          10    0.230491    0.229443  0.00040757
          11     0.23037    0.229527 0.000379129
          12    0.226887    0.229307 0.000406391
          13    0.228497    0.229245 0.000379875
          14    0.227464    0.229118 0.000373442
          15    0.230698    0.229223 0.000363097
          16    0.230798    0.229321 0.000353491
          17    0.229329    0.229322 0.000332698
          18    0.229373    0.229325 0.000314227
          19    0.230329    0.229378 0.000302101
          20    0.229108    0.229364 0.000287297
