#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     -0.0943     -0.0943           0
           2    -0.09268    -0.09349 0.000572756
           3    -0.00476  -0.0639133   0.0241523
           4      -0.213   -0.101185   0.0370136
           5     0.04312   -0.072324   0.0392832
           6     0.12096    -0.04011   0.0440049
           7    -0.25932  -0.0714257   0.0475737
           8    -0.00296  -0.0628675   0.0423898
           9     0.17704  -0.0362111   0.0452922
          10    -0.00236   -0.032826   0.0408893
          11      0.0311  -0.0270145   0.0375828
          12    -0.05278  -0.0291617   0.0345122
          13     0.05834  -0.0224308   0.0325071
          14     0.00544    -0.02044   0.0302461
          15    -0.07862  -0.0243187   0.0284773
          16    -0.01212  -0.0235562   0.0267077
          17     0.14698  -0.0135247   0.0269548
          18     0.06996 -0.00888667   0.0258533
          19    -0.13092  -0.0153095   0.0252778
          20     0.17148    -0.00597   0.0256814
