#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.70034     1.70034           0
           2     1.67261     1.68647  0.00980223
           3      1.7213     1.69808   0.0115117
           4     1.68787     1.69553  0.00891222
           5     1.67494     1.69141  0.00802505
           6     1.69389     1.69182  0.00669814
           7     1.71814     1.69558  0.00671398
           8      1.6565      1.6907  0.00744293
           9     1.67496     1.68895  0.00681829
          10     1.69313     1.68937  0.00614928
          11     1.68308      1.6888  0.00561675
          12     1.68482     1.68846  0.00515848
          13     1.69056     1.68863  0.00476419
          14     1.67403     1.68758  0.00453646
          15     1.69173     1.68786  0.00424245
          16     1.66417     1.68638  0.00422786
          17     1.69521      1.6869  0.00401093
          18     1.68924     1.68703  0.00379022
          19     1.68841      1.6871  0.00359143
          20     1.69431     1.68746  0.00342991
