#   N_BLOCK:  ACCEPTANCE:
           1    0.199917
           2    0.200095
           3    0.200254
           4     0.20036
           5    0.200126
           6    0.200177
           7    0.199902
           8     0.19981
           9    0.199949
          10    0.199836
          11    0.199739
          12    0.199727
          13    0.199808
          14     0.19975
          15    0.199833
          16    0.199854
          17    0.199854
          18     0.19998
          19    0.200008
          20    0.199947
