#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.348828    0.348828           0
           2    0.330569    0.339699  0.00645546
           3    0.350332    0.343243  0.00518615
           4    0.341215    0.342736  0.00391432
           5    0.337599    0.341709  0.00326353
           6    0.344163    0.342118  0.00274512
           7    0.325469    0.339739  0.00322257
           8    0.337898    0.339509  0.00282795
           9    0.342916    0.339888  0.00253895
          10     0.34435    0.340334  0.00232393
          11    0.337742    0.340098  0.00212458
          12    0.344628    0.340476  0.00198078
          13    0.337076    0.340214   0.0018456
          14    0.344601    0.340528  0.00174016
          15    0.334545    0.340129  0.00166924
          16    0.351543    0.340842  0.00171057
          17    0.338781    0.340721  0.00161423
          18    0.348402    0.341148  0.00157995
          19    0.330172     0.34057  0.00159892
          20    0.348322    0.340957  0.00156525
