#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1         0.4         0.4           0
           2         0.1        0.25    0.106066
           3           0    0.166667   0.0981307
           4         0.9        0.35       0.175
           5         0.4        0.36    0.140285
           6         1.6    0.566667    0.221944
           7         1.6    0.714286    0.234241
           8         2.5      0.9375    0.292584
           9         6.4     1.54444    0.628561
          10          10        2.39    0.981575
          11        19.6     3.95455     1.73826
          12        36.1     6.63333     3.01941
          13        36.1         8.9     3.53706
          14        44.1     11.4143     4.08135
          15        44.1     13.5933     4.35226
          16        57.6     16.3438     4.87241
          17        57.6     18.7706     5.15487
          18        62.5        21.2     5.41076
          19        62.5     23.3737     5.54544
          20        62.5       25.33     5.60262
          21        62.5        27.1     5.60846
          22        52.9     28.2727     5.47477
          23        48.4     29.1478     5.30621
          24        44.1     29.7708     5.12156
          25        48.4      30.516     4.97061
          26        32.4     30.5885     4.77996
          27        32.4     30.6556      4.6034
          28        32.4     30.7179     4.43941
          29        19.6     30.3345     4.30285
          30        22.5     30.0733     4.16734
          31        25.6      29.929     4.03541
          32        28.9     29.8969     3.90943
          33        25.6     29.7667     3.79313
          34        28.9     29.7412     3.68165
          35        22.5     29.5343     3.58227
          36        16.9     29.1833     3.49991
          37        12.1     28.7216     3.43564
          38         6.4     28.1342     3.39507
          39        25.6     28.0692     3.30864
          40        25.6     28.0075      3.2265
          41        25.6     27.9488     3.14834
          42        32.4     28.0548     3.07516
          43          10     27.6349     3.03218
          44          10     27.2341     2.98964
          45          10     26.8511     2.94763
          46        12.1     26.5304     2.90094
          47          10     26.1787     2.86046
          48          10     25.8417     2.82065
          49        12.1     25.5612       2.777
          50          10       25.25     2.73884
          51        12.1     24.9922     2.69725
          52         2.5     24.5596     2.67984
          53         0.4     24.1038     2.66776
          54         0.1     23.6593     2.65513
          55         0.4     23.2364     2.64032
          56         1.6       22.85     2.62129
          57         3.6     22.5123     2.59697
          58         6.4     22.2345     2.56701
          59         3.6     21.9186     2.54285
          60         2.5      21.595     2.52098
          61         0.9     21.2557     2.50238
          62           0     20.9129     2.48539
          63         1.6     20.6063     2.46478
          64         3.6     20.3406     2.44054
          65         2.5     20.0662     2.41838
          66         1.6     19.7864     2.39787
          67         2.5     19.5284     2.37592
          68         3.6     19.2941      2.3525
          69          10     19.1594     2.32226
          70          10     19.0286     2.29277
          71        16.9     18.9986     2.26067
          72        16.9     18.9694     2.22946
          73        16.9     18.9411      2.1991
          74        16.9     18.9135     2.16956
          75        25.6     19.0027     2.14246
          76        16.9      18.975     2.11445
          77        22.5     19.0208     2.08748
          78        14.4     18.9615     2.06156
          79        28.9     19.0873      2.0393
          80        32.4     19.2538     2.02059
          81        36.1     19.4617     2.00632
          82        28.9     19.5768     1.98515
          83          40     19.8229     1.97642
          84        36.1     20.0167     1.96237
          85          40     20.2518     1.95331
          86        44.1     20.5291     1.95019
          87          40     20.7529     1.94057
          88        36.1     20.9273     1.92634
          89        32.4     21.0562       1.909
          90        16.9       21.01     1.88835
          91        14.4     20.9374     1.86899
          92         4.9      20.763     1.85679
          93         0.1     20.5409     1.85007
          94         0.4     20.3266     1.84275
          95        12.1       20.24     1.82539
          96        14.4     20.1792     1.80739
          97        12.1     20.0959     1.79068
          98        14.4     20.0378     1.77335
