#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.22195     0.22195           0
           2    0.220531     0.22124 0.000501644
           3    0.224538    0.222339 0.000957786
           4    0.223063     0.22252 0.000735205
           5    0.224194    0.222855 0.000660035
           6    0.219027    0.222217 0.000801121
           7    0.221746     0.22215 0.000689489
           8     0.22146    0.222064 0.000608666
           9     0.21794    0.221605  0.00069234
          10    0.222359    0.221681 0.000627194
          11     0.22079      0.2216 0.000575382
          12    0.220688    0.221524 0.000532428
          13    0.223233    0.221655 0.000507452
          14    0.222413    0.221709 0.000474087
          15    0.217915    0.221456 0.000505492
          16    0.221415    0.221454 0.000473906
          17    0.223222    0.221558 0.000457304
          18    0.218715      0.2214  0.00045836
          19    0.219748    0.221313 0.000442404
          20    0.220667    0.221281 0.000421462
