#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.349457    0.349457           0
           2    0.354945    0.352201  0.00194037
           3     0.34623    0.350211  0.00207709
           4    0.345486     0.34903  0.00186361
           5    0.340154    0.347254  0.00217802
           6    0.351187     0.34791  0.00191108
           7    0.341648    0.347015   0.0018355
           8    0.351362    0.347559  0.00168456
           9    0.347311    0.347531  0.00149761
          10     0.35669    0.348447  0.00160363
          11    0.345983    0.348223   0.0014734
          12    0.343266     0.34781  0.00140732
          13    0.345594    0.347639  0.00130935
          14    0.347301    0.347615  0.00121605
          15    0.352836    0.347963  0.00118374
          16    0.346464     0.34787  0.00111346
          17    0.351521    0.348084  0.00106848
          18    0.348326    0.348098   0.0010092
          19    0.352139    0.348311  0.00097825
          20    0.347793    0.348285  0.00092968
