#   N_BLOCK:  ACCEPTANCE:
           1     0.35116
           2    0.351132
           3    0.351391
           4    0.351637
           5    0.351405
           6    0.351463
           7     0.35148
           8    0.351367
           9    0.351453
          10    0.351381
          11    0.351446
          12    0.351522
          13    0.351414
          14    0.351457
          15     0.35151
          16    0.351414
          17    0.351353
          18    0.351367
          19    0.351334
          20    0.351212
