#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.008912   -0.008912           0
           2   -0.001198   -0.005055  0.00272731
           3    0.008198-0.000637333  0.00403936
           4    0.008814   0.0017255  0.00365585
           5    0.002562   0.0018928   0.0029285
           6   -0.005022 0.000740333  0.00265753
           7   -0.003134 0.000186857  0.00233481
           8    0.006472   0.0009725  0.00217112
           9    0.003214  0.00122156  0.00194411
          10   -0.004974    0.000602  0.00184579
          11    0.011154  0.00156127  0.00191107
          12     0.00138  0.00154617  0.00175187
          13    0.000262  0.00144738   0.0016199
          14    -9.8e-05    0.001337  0.00150795
          15   -0.004274 0.000962933  0.00145307
          16   -0.005052    0.000587  0.00141005
          17   -0.009862-2.76471e-05  0.00145491
          18    0.002572 0.000116778  0.00138123
          19     0.00577 0.000414316   0.0013402
          20   -0.001562   0.0003155  0.00127683
