#   N_BLOCK:  ACCEPTANCE:
           1     0.47168
           2    0.471503
           3     0.47148
           4    0.471649
           5    0.471768
           6    0.471745
           7    0.471733
           8    0.471741
           9    0.471758
          10    0.471799
          11    0.471739
          12    0.471722
          13    0.471621
          14    0.471591
          15    0.471556
          16    0.471479
          17     0.47146
          18    0.471547
          19    0.471581
          20    0.471624
