#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      2.0741      2.0741           0
           2     2.16117     2.11763   0.0307839
           3      2.1145     2.11659   0.0205403
           4     2.18392     2.13342    0.021209
           5     2.13457     2.13365   0.0169684
           6     2.08567     2.12565   0.0159135
           7     2.14323     2.12816   0.0138368
           8      2.0993     2.12455   0.0125688
           9     2.14676     2.12702   0.0114119
          10     2.09823     2.12414   0.0106277
          11     2.10014     2.12196  0.00988297
          12     2.14653     2.12401  0.00926912
          13     2.15409     2.12632  0.00884019
          14      2.0489     2.12079  0.00978672
          15     2.11548     2.12044  0.00914068
          16     2.10983     2.11978  0.00859341
          17     2.13432     2.12063  0.00813038
          18     2.16146      2.1229  0.00798885
          19     2.11767     2.12262  0.00757312
          20     2.20399     2.12669   0.0082148
