#   N_BLOCK:  ACCEPTANCE:
           1    0.357635
           2    0.357781
           3    0.357856
           4    0.358326
           5    0.358126
           6    0.358181
           7    0.358211
           8    0.358073
           9    0.358152
          10    0.357965
          11    0.358064
          12    0.358095
          13    0.358038
          14    0.358045
          15    0.358074
          16    0.357981
          17    0.357945
          18    0.358012
          19    0.357979
          20     0.35789
