#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.444933    0.444933           0
           2    0.431307     0.43812  0.00481753
           3    0.449622    0.441954  0.00448493
           4    0.441824    0.441922  0.00336381
           5     0.44521    0.442579  0.00275461
           6     0.43352    0.441069   0.0026775
           7    0.444807    0.441603  0.00234763
           8    0.437096     0.44104  0.00212072
           9    0.449042    0.441929  0.00206307
          10    0.438164    0.441553   0.0018908
          11    0.419317    0.439531  0.00258252
          12    0.436868    0.439309  0.00237682
          13    0.450722    0.440187  0.00235054
          14    0.435654    0.439863  0.00220484
          15    0.422695    0.438719  0.00233611
          16    0.438135    0.438682  0.00219038
          17    0.438208    0.438654  0.00206172
          18    0.450335    0.439303  0.00204675
          19     0.44089    0.439387  0.00194073
          20    0.446396    0.439737  0.00187506
