#   N_BLOCK:  ACCEPTANCE:
           1    0.255071
           2    0.254842
           3    0.255187
           4    0.255525
           5    0.255501
           6    0.255429
           7     0.25536
           8    0.255213
           9    0.255352
          10    0.255241
          11    0.255123
          12    0.255224
          13    0.255223
          14    0.255203
          15    0.255069
          16    0.255002
          17    0.254895
          18    0.255032
          19     0.25509
          20    0.255017
