#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.002804    0.002804           0
           2   -0.003274   -0.000235   0.0021489
           3    0.030662    0.010064  0.00853026
           4   -0.003558   0.0066585  0.00704475
           5   -0.006932   0.0039404  0.00613781
           6   -0.008546  0.00185933  0.00545625
           7    -0.00211  0.00129229  0.00470616
           8    0.017526   0.0033215  0.00453431
           9    0.005974  0.00361622  0.00404007
          10     -0.0197   0.0012846  0.00425603
          11    0.009902    0.002068  0.00394055
          12   -0.035724 -0.00108133  0.00470527
          13    -0.01269 -0.00197431  0.00442725
          14   -0.016156 -0.00298729  0.00422532
          15   -0.011762 -0.00357227  0.00398392
          16    0.016386 -0.00232487  0.00392535
          17   -0.034746   -0.004232  0.00413184
          18    0.007346 -0.00358878  0.00395205
          19    0.042168 -0.00118053  0.00441727
          20   -0.014248  -0.0018339  0.00424446
