#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.24798     0.24798           0
           2    0.250886    0.249433  0.00102742
           3    0.253825    0.250897  0.00137765
           4    0.254325    0.251754  0.00127208
           5    0.248502    0.251104  0.00117223
           6    0.248427    0.250658  0.00105836
           7    0.248213    0.250308 0.000963049
           8    0.250618    0.250347 0.000843447
           9    0.249145    0.250214  0.00076024
          10    0.248839    0.250076 0.000696529
          11    0.251916    0.250243 0.000652973
          12     0.24927    0.250162 0.000603577
          13    0.249224     0.25009  0.00056145
          14    0.249022    0.250014 0.000526502
          15    0.247572    0.249851 0.000515946
          16    0.253005    0.250048 0.000519991
          17    0.250399    0.250069 0.000489812
          18    0.251619    0.250155 0.000470109
          19    0.247782     0.25003 0.000461655
          20    0.248018    0.249929 0.000449398
