#   N_BLOCK:  ACCEPTANCE:
           1    0.476594
           2    0.476411
           3    0.476229
           4    0.476528
           5    0.476572
           6    0.476558
           7    0.476552
           8    0.476626
           9    0.476611
          10    0.476695
          11     0.47662
          12    0.476624
          13    0.476513
          14    0.476427
          15    0.476414
          16     0.47634
          17     0.47634
          18    0.476406
          19    0.476427
          20    0.476426
