#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.312126    0.312126           0
           2    0.309378    0.310752 0.000971564
           3     0.32063    0.314045  0.00276527
           4    0.318348    0.315121  0.00227359
           5    0.313427    0.314782  0.00184392
           6    0.313733    0.314607  0.00154487
           7    0.312388     0.31429   0.0013563
           8    0.311153    0.313898  0.00124217
           9    0.318692    0.314431  0.00121299
          10    0.315547    0.314542  0.00109682
          11    0.314826    0.314568 0.000997416
          12    0.316207    0.314705   0.0009236
          13    0.313821    0.314637  0.00085505
          14    0.314685     0.31464 0.000793982
          15    0.309618    0.314305 0.000808562
          16     0.31801    0.314537 0.000790484
          17    0.312392    0.314411 0.000753989
          18    0.315461    0.314469 0.000714356
          19    0.300332    0.313725 0.000991197
          20    0.318122    0.313945 0.000965706
