#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.379142    0.379142           0
           2    0.376975    0.378058 0.000766257
           3    0.379649    0.378588 0.000669546
           4    0.375783    0.377887 0.000788131
           5    0.382913    0.378892   0.0010981
           6    0.378158     0.37877 0.000921881
           7    0.381076    0.379099 0.000847008
           8    0.380577    0.379284 0.000760998
           9    0.378422    0.379188 0.000682438
          10    0.379293    0.379199 0.000614274
          11    0.377965    0.379087 0.000568572
          12    0.379721    0.379139 0.000523643
          13     0.38626    0.379687 0.000714537
          14    0.374912    0.379346 0.000740443
          15    0.378551    0.379293 0.000692976
          16    0.382228    0.379477 0.000673511
          17     0.38033    0.379527 0.000635761
          18    0.374953    0.379273 0.000649245
          19     0.38156    0.379393 0.000626138
          20    0.381698    0.379508 0.000605344
