#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.435523    0.435523           0
           2    0.432954    0.434239 0.000908138
           3    0.439491    0.435989  0.00155245
           4    0.443228    0.437799  0.00195245
           5    0.422395    0.434718  0.00316746
           6    0.446223    0.436636  0.00316714
           7    0.430695    0.435787   0.0028261
           8    0.439251     0.43622  0.00250579
           9    0.444508    0.437141  0.00239059
          10    0.441468    0.437574  0.00219034
          11    0.454143     0.43908  0.00245511
          12    0.435802    0.438807  0.00226567
          13    0.444247    0.439225  0.00212968
          14    0.449167    0.439935  0.00209262
          15     0.45839    0.441166  0.00228636
          16    0.443006    0.441281  0.00214636
          17     0.43893    0.441143  0.00202455
          18     0.44651    0.441441  0.00193391
          19    0.439025    0.441314   0.0018363
          20    0.435106    0.441003  0.00177052
