#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1      -0.156      -0.156           0
           2     0.03092    -0.06254   0.0660862
           3       0.048  -0.0256933   0.0533496
           4     -0.0902    -0.04182   0.0423796
           5     0.03608    -0.02624   0.0366558
           6     0.08044    -0.00846   0.0345909
           7     0.12898   0.0111743   0.0347781
           8    -0.23282   -0.019325   0.0417129
           9     -0.1728  -0.0363778   0.0404138
          10     0.12264   -0.020476   0.0393768
          11    -0.02986  -0.0213291   0.0358063
          12     0.09672  -0.0114917   0.0341471
          13     0.20342     0.00504    0.035296
          14     0.02434  0.00641857   0.0328018
          15    -0.12446 -0.00230667   0.0317543
          16    -0.04452   -0.004945    0.029879
          17     0.03296 -0.00271529   0.0282045
          18     0.13448  0.00490667   0.0276483
          19      -0.014  0.00391158    0.026211
          20    -0.05056    0.001188   0.0250416
