#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.248763    0.248763           0
           2    0.249196     0.24898 0.000153138
           3    0.251052    0.249671 0.000573115
           4    0.249625    0.249659 0.000429951
           5    0.248253    0.249378 0.000426068
           6    0.248079    0.249161 0.000406386
           7    0.249563    0.249219 0.000352362
           8     0.24733    0.248983  0.00037926
           9    0.249647    0.249056 0.000344218
          10    0.250283    0.249179 0.000330914
          11    0.247771    0.249051  0.00032464
          12    0.248214    0.248981 0.000304994
          13    0.249223       0.249 0.000282098
          14    0.249174    0.249012 0.000262221
          15    0.249901    0.249072 0.000251344
          16    0.247924       0.249 0.000245658
          17    0.250183    0.249069 0.000240859
          18    0.249597    0.249099 0.000229256
          19    0.249178    0.249103 0.000217228
          20    0.246832    0.248989 0.000234174
