#   N_BLOCK:  ACCEPTANCE:
           1    0.523698
           2    0.523575
           3    0.523544
           4    0.523468
           5    0.523564
           6    0.523529
           7    0.523404
           8    0.523382
           9    0.523452
          10    0.523451
          11    0.523421
          12    0.523431
          13    0.523393
          14    0.523348
          15    0.523393
          16    0.523378
          17    0.523325
          18    0.523345
          19    0.523342
          20    0.523335
