#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0017244   0.0017244           0
           2   0.0024036    0.002064 0.000240133
           3   0.0015228   0.0018836 0.000217542
           4    0.001364   0.0017537 0.000198181
           5  -0.0006096  0.00128104 0.000451511
           6     -0.0061 5.08667e-05  0.00118435
           7  -0.0042952    -0.00057   0.0011666
           8    7.32e-05  -0.0004896  0.00102354
           9   0.0040736 1.74222e-05  0.00102775
          10   0.0054828  0.00056396  0.00106038
          11  -0.0014544 0.000380473 0.000979729
          12  -0.0039384 2.05667e-05 0.000961923
          13  -0.0014428    -9.2e-05 0.000894491
          14  -0.0057748-0.000497914 0.000918091
          15  -0.0018084 -0.00058528 0.000861032
          16   0.0028904 -0.00036805  0.00083417
          17  -0.0063296-0.000718729 0.000855644
          18  -0.0018024-0.000778933 0.000810223
          19   0.0051552-0.000466611 0.000825585
          20   0.0022424 -0.00033116 0.000795339
